ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,resultado,local,eficiencia
2006,7/30/2006,14,Estádio Jornalista Mário Filho,,,,palmeiras,vasco da gama,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2006,8/30/2006,21,Estádio José do Rego Maciel,,,,vasco da gama,são caetano,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,derrota,casa,
2006,9/3/2006,22,Neo Química Arena,,,,santos fc,vasco da gama,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2006,9/17/2006,24,Estádio Governador Plácido Castelo,,,,internacional,vasco da gama,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2006,9/24/2006,26,Estádio de Hailé Pinheiro,,,,vasco da gama,ponte preta,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,casa,
2006,4/30/2006,3,Estádio Durival Britto e Silva,,,,ponte preta,vasco da gama,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2006,5/20/2006,6,Estádio Cícero Pompeu de Toledo,,,,grêmio,vasco da gama,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2006,11/19/2006,36,Estádio Municipal Anacleto Campanella,,,,santa cruz,vasco da gama,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,vitoria,fora,
2006,5/13/2006,5,Estádio Urbano Caldeira,,,,atlético-pr,vasco da gama,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,derrota,fora,
2006,5/28/2006,8,Estádio Urbano Caldeira,,,,vasco da gama,corinthians,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,derrota,casa,
2005,8/21/2005,21,Estádio Durival Britto e Silva,,,,paraná,vasco da gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,fora,
2005,8/11/2005,19,Estádio Estadual Jornalista Edgar Augusto Proença,,,,paysandu sc,vasco da gama,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2005,4/30/2005,2,Estádio São Januário,,,,vasco da gama,fortaleza,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,casa,
2005,9/23/2005,27,Estádio São Januário,,,,vasco da gama,ponte preta,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,casa,
2005,10/2/2005,29,Estádio São Januário,,,,vasco da gama,palmeiras,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,casa,
2005,7/17/2005,12,Estádio Jornalista Mário Filho,,,,flamengo,vasco da gama,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,10/30/2005,35,Neo Química Arena,,,,corinthians,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2005,11/6/2005,37,Estádio Municipal Anacleto Campanella,,,,são caetano,vasco da gama,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2005,10/20/2005,3,Estádio São Januário,,,,vasco da gama,botafogo,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,7/2/2005,10,Estádio São Januário,,,,vasco da gama,goiás ec,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,derrota,casa,
2005,8/25/2005,22,Estádio São Januário,,,,vasco da gama,brasiliense-df,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,10/27/2005,34,Estádio São Januário,,,,vasco da gama,santos fc,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,derrota,casa,
2005,9/7/2005,24,Estádio Olímpico Nilton Santos,,,,botafogo,vasco da gama,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,fora,
2005,7/21/2005,13,Estádio Urbano Caldeira,,,,santos fc,vasco da gama,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,vitoria,fora,
2005,9/25/2005,28,Estádio Major Antônio Couto Pereira,,,,coritiba fc,vasco da gama,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,6/12/2005,7,Estádio São Januário,,,,vasco da gama,coritiba fc,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,casa,
2005,7/10/2005,11,Estádio São Januário,,,,vasco da gama,internacional,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,derrota,casa,
2005,7/24/2005,14,Estádio São Januário,,,,vasco da gama,corinthians,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,derrota,casa,
2005,8/14/2005,20,Estádio São Januário,,,,vasco da gama,atlético-mg,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,10/22/2005,33,Estádio São Januário,,,,vasco da gama,flamengo,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,11/3/2005,36,Estádio São Januário,,,,vasco da gama,atlético-pr,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,11/13/2005,38,Estádio São Januário,,,,vasco da gama,fluminense,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,4/24/2005,1,Estádio Elmo Serejo Farias,,,,brasiliense-df,vasco da gama,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,fora,
2005,6/26/2005,9,Estádio Governador Magalhães Pinto,,,,cruzeiro,vasco da gama,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,empate,fora,
2005,8/5/2005,17,Estádio Jornalista Mário Filho,,,,fluminense,vasco da gama,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,10/16/2005,32,Estádio Beira-Rio,,,,internacional,vasco da gama,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,5/22/2005,5,Estádio São Januário,,,,vasco da gama,são paulo,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,7/30/2005,16,Estádio São Januário,,,,vasco da gama,são caetano,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,10/12/2005,18,Estádio São Januário,,,,vasco da gama,figueirense fc,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,empate,casa,
2005,10/6/2005,30,Estádio São Januário,,,,vasco da gama,cruzeiro,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,empate,casa,
2005,8/28/2005,23,Estádio Governador Plácido Castelo,,,,fortaleza,vasco da gama,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,10/8/2005,31,Estádio de Hailé Pinheiro,,,,goiás ec,vasco da gama,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,5/15/2005,4,Estádio Alfredo Jaconi,,,,juventude,vasco da gama,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,9/18/2005,26,Estádio Cícero Pompeu de Toledo,,,,são paulo,vasco da gama,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,5/29/2005,6,Estádio Moisés Lucarelli,,,,ponte preta,vasco da gama,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,6/18/2005,8,Allianz Parque,,,,palmeiras,vasco da gama,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2005,9/11/2005,25,Estádio São Januário,,,,vasco da gama,juventude,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,vitoria,casa,
2005,7/28/2005,15,Arena da Baixada,,,,atlético-pr,vasco da gama,,,,,,,,,7.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,5/2/2004,4,Estádio Jornalista Mário Filho,,,,fluminense,vasco da gama,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,7/24/2004,18,Estádio Cícero Pompeu de Toledo,,,,são paulo,vasco da gama,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,8/8/2004,22,Arena da Baixada,,,,atlético-pr,vasco da gama,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,8/15/2004,24,Estádio Heriberto Hülse,,,,criciúma ec,vasco da gama,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,5/30/2004,8,Estádio São Januário,,,,vasco da gama,botafogo,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,6/19/2004,10,Estádio São Januário,,,,vasco da gama,paraná,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,casa,
2004,8/20/2004,25,Estádio São Januário,,,,vasco da gama,atlético-mg,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,10/2/2004,34,Estádio São Januário,,,,vasco da gama,internacional,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,10/7/2004,35,Estádio São Januário,,,,vasco da gama,figueirense fc,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,10/24/2004,37,Estádio São Januário,,,,vasco da gama,flamengo,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,8/22/2004,26,Estádio Brinco de Ouro da Princesa,,,,guarani,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2004,9/30/2004,33,Estádio Durival Britto e Silva,,,,paraná,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,7/10/2004,14,Estádio Jornalista Mário Filho,,,,flamengo,vasco da gama,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,vitoria,fora,
2004,8/1/2004,20,Estádio Alfredo Jaconi,,,,juventude,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2004,10/28/2004,38,Estádio Major Antônio Couto Pereira,,,,coritiba fc,vasco da gama,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,vitoria,fora,
2004,10/16/2004,36,Estádio Manoel Barradas,,,,ec vitória,vasco da gama,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,4/25/2004,2,Estádio Raimundo Sampaio,,,,atlético-mg,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2004,4/23/2004,1,Estádio São Januário,,,,vasco da gama,criciúma ec,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,derrota,casa,
2004,4/30/2004,3,Estádio São Januário,,,,vasco da gama,guarani,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,derrota,casa,
2004,5/8/2004,5,Estádio São Januário,,,,vasco da gama,grêmio,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2004,7/7/2004,13,Estádio São Januário,,,,vasco da gama,ec vitória,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,7/30/2004,19,Estádio São Januário,,,,vasco da gama,goiás ec,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,8/29/2004,27,Estádio São Januário,,,,vasco da gama,fluminense,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2004,9/7/2004,29,Estádio São Januário,,,,vasco da gama,paysandu sc,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,derrota,casa,
2004,9/3/2004,28,Arena do Grêmio,,,,grêmio,vasco da gama,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2004,9/19/2004,31,Estádio Olímpico Nilton Santos,,,,botafogo,vasco da gama,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,fora,
2004,6/13/2004,9,Allianz Parque,,,,palmeiras,vasco da gama,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,fora,
2004,5/15/2004,6,Estádio Estadual Jornalista Edgar Augusto Proença,,,,paysandu sc,vasco da gama,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,vitoria,fora,
2004,7/18/2004,16,Estádio Moisés Lucarelli,,,,ponte preta,vasco da gama,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,5/23/2004,7,Estádio Municipal Anacleto Campanella,,,,são caetano,vasco da gama,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2004,7/21/2004,17,Estádio São Januário,,,,vasco da gama,cruzeiro,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,vitoria,casa,
2004,9/11/2004,30,Estádio São Januário,,,,vasco da gama,são caetano,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,derrota,casa,
2004,7/3/2004,12,Estádio Orlando Scarpelli,,,,figueirense fc,vasco da gama,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,fora,
2004,6/27/2004,11,Estádio Beira-Rio,,,,internacional,vasco da gama,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,vitoria,fora,
2004,7/14/2004,15,Estádio São Januário,,,,vasco da gama,coritiba fc,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,derrota,casa,
2004,8/5/2004,21,Estádio São Januário,,,,vasco da gama,corinthians,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,derrota,casa,
2004,8/12/2004,23,Estádio São Januário,,,,vasco da gama,santos fc,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,derrota,casa,
2004,9/26/2004,32,Estádio São Januário,,,,vasco da gama,palmeiras,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,derrota,casa,
2003,3/29/2003,1,Estádio Brinco de Ouro da Princesa,,,,guarani,vasco da gama,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,7/17/2003,19,Estádio Governador Magalhães Pinto,,,,cruzeiro,vasco da gama,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,9/21/2003,31,Arena Fonte Nova,,,,ec bahia,vasco da gama,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,10/12/2003,36,Estádio Jornalista Mário Filho,,,,flamengo,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,6/28/2003,15,Estádio Governador Plácido Castelo,,,,fortaleza,vasco da gama,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,vitoria,fora,
2003,8/7/2003,24,Estádio de Hailé Pinheiro,,,,goiás ec,vasco da gama,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,6/8/2003,12,Estádio Alfredo Jaconi,,,,juventude,vasco da gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,fora,
2003,7/26/2003,22,Estádio Urbano Caldeira,,,,santos fc,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,5/4/2003,7,Estádio Jornalista Mário Filho,,,,fluminense,vasco da gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,fora,
2003,4/20/2003,5,Estádio Cícero Pompeu de Toledo,,,,são paulo,vasco da gama,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,8/21/2003,27,Neo Química Arena,,,,corinthians,vasco da gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,fora,
2003,5/18/2003,9,Estádio Major Antônio Couto Pereira,,,,coritiba fc,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2003,4/13/2003,3,Estádio Manoel Barradas,,,,ec vitória,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,9/28/2003,33,Estádio Moisés Lucarelli,,,,ponte preta,vasco da gama,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,fora,
2003,10/5/2003,34,Estádio Raimundo Sampaio,,,,atlético-mg,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,10/19/2003,37,Estádio Heriberto Hülse,,,,criciúma ec,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,8/31/2003,29,Estádio Municipal Anacleto Campanella,,,,são caetano,vasco da gama,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,7/10/2003,17,Estádio Beira-Rio,,,,internacional,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2003,4/27/2003,6,Estádio São Januário,,,,vasco da gama,são caetano,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,5/24/2003,10,Estádio São Januário,,,,vasco da gama,ponte preta,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,6/21/2003,14,Estádio São Januário,,,,vasco da gama,criciúma ec,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,7/20/2003,20,Estádio São Januário,,,,vasco da gama,grêmio,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,8/10/2003,25,Estádio São Januário,,,,vasco da gama,guarani,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,casa,
2003,8/16/2003,26,Estádio São Januário,,,,vasco da gama,ec vitória,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,9/14/2003,30,Estádio São Januário,,,,vasco da gama,fluminense,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,5/11/2003,8,Estádio São Januário,,,,vasco da gama,ec bahia,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2003,8/3/2003,23,Estádio São Januário,,,,vasco da gama,atlético-pr,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,9/26/2003,32,Estádio São Januário,,,,vasco da gama,coritiba fc,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,10/9/2003,35,Estádio São Januário,,,,vasco da gama,juventude,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2003,10/24/2003,38,Estádio São Januário,,,,vasco da gama,fortaleza,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2003,4/17/2003,4,Estádio São Januário,,,,vasco da gama,corinthians,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,casa,
2003,6/1/2003,11,Estádio São Januário,,,,vasco da gama,atlético-mg,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,empate,casa,
2003,6/15/2003,13,Estádio São Januário,,,,vasco da gama,flamengo,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,derrota,casa,
2003,7/12/2003,18,Estádio São Januário,,,,vasco da gama,paysandu sc,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,derrota,casa,
2003,8/24/2003,28,Estádio São Januário,,,,vasco da gama,são paulo,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,4/6/2003,2,Estádio São Januário,,,,vasco da gama,goiás ec,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,vitoria,casa,
2003,7/5/2003,16,Estádio São Januário,,,,vasco da gama,paraná,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,derrota,casa,
2003,7/24/2003,21,Estádio Orlando Scarpelli,,,,figueirense fc,vasco da gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,fora,
