ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,resultado,local,eficiencia
2010,9/22/2010,24,Estádio São Januário,Felipe Gomes da Silva,16736.0,,vasco da gama,botafogo,Paulo César Gusmão,Joel Santana,8.0,4.0,13450000.0,14500000.0,24.0,28.3,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,empate,casa,
2010,9/28/2010,26,Estádio São Januário,Wilton Sampaio,5388.0,,vasco da gama,santos fc,Paulo César Gusmão,Marcelo Martelotte,11.0,4.0,9050000.0,29050000.0,25.1,24.6,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2010,10/9/2010,29,Estádio São Januário,Alício Pena Junior,13651.0,,vasco da gama,grêmio,Paulo César Gusmão,Renato Gaúcho,10.0,8.0,11350000.0,12850000.0,25.6,26.7,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,empate,casa,
2010,11/4/2010,33,Estádio São Januário,André Luiz de Freitas Castro,2474.0,,vasco da gama,barueri,Paulo César Gusmão,Fábio Giuntini,12.0,20.0,11400000.0,5400000.0,25.0,25.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,vitoria,casa,
2010,5/9/2010,1,Estádio Governador Magalhães Pinto,Elmo Alves Resende Cunha,12790.0,,atlético-mg,vasco da gama,Vanderlei Luxemburgo,Gaúcho,3.0,15.0,19100000.0,13050000.0,28.3,24.8,2.0,1.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2010,11/21/2010,36,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,16228.0,,cruzeiro,vasco da gama,Cuca,Paulo César Gusmão,3.0,11.0,27650000.0,12600000.0,26.7,23.8,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,derrota,fora,
2010,10/30/2010,32,Estádio Manoel Barradas,Wilson Luiz Seneme,31449.0,,ec vitória,vasco da gama,Antônio Lopes,Paulo César Gusmão,16.0,11.0,6350000.0,11050000.0,26.1,25.5,4.0,2.0,3.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,8/31/2008,23,Estádio Olímpico Monumental,Evandro Rogerio Roman,0.0,,grêmio,vasco da gama,Celso Roth,Tita,1.0,14.0,19600000.0,11900000.0,25.6,23.8,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,6/8/2008,5,Estádio Governador Magalhães Pinto,Wilson Souza de Mendonça,20278.0,,cruzeiro,vasco da gama,Adilson Batista,Antônio Lopes,1.0,4.0,22200000.0,11550000.0,25.0,25.7,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,7/13/2008,11,Estádio Jornalista Mário Filho,Djalma José Beltrami Teixeira,63611.0,,flamengo,vasco da gama,Caio Júnior,Antônio Lopes,1.0,8.0,27750000.0,11250000.0,26.4,26.9,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,6/14/2008,6,Estádio Eládio de Barros Carvalho,Sergio da Silva Carvalho,0.0,,náutico,vasco da gama,Leandro Machado,Antônio Lopes,3.0,7.0,5300000.0,7300000.0,26.9,25.3,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,empate,fora,
2008,9/21/2008,26,Allianz Parque,Evandro Rogerio Roman,0.0,,palmeiras,vasco da gama,Vanderlei Luxemburgo,Renato Gaúcho,2.0,17.0,24250000.0,8300000.0,26.9,25.3,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,11/2/2008,33,Estádio Jornalista Mário Filho,Carlos Simon,0.0,,fluminense,vasco da gama,Renê Simões,Renato Gaúcho,14.0,19.0,20500000.0,9000000.0,27.1,24.1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,fora,
2008,8/21/2008,21,Estádio Doutor Osvaldo Texeira Duarte,Sandro Ricci,0.0,,portuguesa,vasco da gama,Vágner Benazzi,Tita,16.0,15.0,6250000.0,11450000.0,27.0,23.9,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,fora,
2008,8/3/2008,17,Estádio Cícero Pompeu de Toledo,Sergio da Silva Carvalho,0.0,,são paulo,vasco da gama,Muricy Ramalho,Antônio Lopes,6.0,12.0,24850000.0,12450000.0,26.7,24.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,8/10/2008,19,Estádio Manoel Barradas,Alício Pena Junior,0.0,,ec vitória,vasco da gama,Vágner Mancini,Tita,6.0,15.0,10050000.0,11500000.0,25.9,25.3,5.0,0.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,9/28/2008,27,Estádio Municipal João Lamego Netto,Héber Lopes,0.0,,ipatinga fc,vasco da gama,Márcio Bittencourt,Renato Gaúcho,20.0,17.0,4700000.0,10850000.0,25.7,26.5,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,11/12/2008,35,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,42182.0,,atlético-mg,vasco da gama,Marcelo Oliveira,Renato Gaúcho,12.0,16.0,5450000.0,9250000.0,26.2,27.4,4.0,1.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,7/20/2008,13,Arena da Baixada,Wallace Nascimento Valente,0.0,,atlético-pr,vasco da gama,Roberto Fernandes,Antônio Lopes,15.0,11.0,11900000.0,10300000.0,24.8,24.2,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,5/11/2008,1,Estádio Beira-Rio,Salvio Fagundes Filho,25744.0,,internacional,vasco da gama,Abel Braga,Antônio Lopes,8.0,15.0,6350000.0,15100000.0,23.7,24.7,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2008,5/17/2008,2,Estádio São Januário,Carlos Simon,6033.0,,vasco da gama,portuguesa,Antônio Lopes,Vágner Benazzi,15.0,10.0,15100000.0,9000000.0,24.7,27.1,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2008,7/10/2008,10,Estádio São Januário,Antonio Hora Filho,6703.0,,vasco da gama,sport recife,Antônio Lopes,Nelsinho Baptista,11.0,15.0,12950000.0,9700000.0,25.9,29.5,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2008,7/23/2008,14,Estádio São Januário,Marcelo de Lima Henrique,0.0,,vasco da gama,fluminense,Antônio Lopes,Renato Gaúcho,12.0,18.0,12450000.0,18600000.0,24.7,28.6,3.0,3.0,1.0,0.0,,,,,,,,,,,,,,,empate,casa,
2008,8/17/2008,20,Estádio São Januário,José Henrique de Carvalho,5387.0,,vasco da gama,internacional,Tita,Tite,17.0,10.0,10150000.0,26150000.0,25.0,29.9,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2008,8/24/2008,22,Estádio São Januário,Djalma José Beltrami Teixeira,0.0,,vasco da gama,botafogo,Tita,Ney Franco,13.0,3.0,10550000.0,16400000.0,24.9,27.4,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,empate,casa,
2008,11/8/2008,34,Estádio São Januário,Elmo Alves Resende Cunha,0.0,,vasco da gama,santos fc,Renato Gaúcho,Márcio Fernandes,19.0,13.0,10350000.0,16350000.0,25.7,27.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2008,5/25/2008,3,Estádio Olímpico Nilton Santos,Luís Antônio Silva Santos,14677.0,,botafogo,vasco da gama,Cuca,Antônio Lopes,10.0,9.0,10650000.0,9450000.0,25.3,21.7,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,empate,fora,
2008,7/27/2008,15,Estádio Urbano Caldeira,Giulliano Bozzano,0.0,,santos fc,vasco da gama,Cuca,Antônio Lopes,19.0,14.0,19300000.0,11800000.0,25.2,23.1,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,derrota,fora,
2008,11/30/2008,37,Estádio Major Antônio Couto Pereira,Alício Pena Junior,0.0,,coritiba fc,vasco da gama,Dorival Júnior,Renato Gaúcho,6.0,18.0,18200000.0,9000000.0,23.1,25.8,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,vitoria,fora,
2008,5/31/2008,4,Estádio São Januário,José Henrique de Carvalho,3402.0,,vasco da gama,grêmio,Antônio Lopes,Celso Roth,8.0,3.0,14750000.0,11400000.0,24.4,24.8,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,vitoria,casa,
2008,6/22/2008,7,Estádio São Januário,Carlos Simon,5348.0,,vasco da gama,palmeiras,Antônio Lopes,Vanderlei Luxemburgo,9.0,5.0,8950000.0,31900000.0,24.7,27.2,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2008,6/28/2008,8,Estádio São Januário,Héber Lopes,2724.0,,vasco da gama,ipatinga fc,Antônio Lopes,Giba,12.0,19.0,16100000.0,4700000.0,24.3,25.1,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,vitoria,casa,
2008,7/17/2008,12,Estádio São Januário,Wilson Luiz Seneme,0.0,,vasco da gama,goiás ec,Antônio Lopes,Vadão,10.0,17.0,15950000.0,7350000.0,24.3,27.8,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,empate,casa,
2008,7/31/2008,16,Estádio São Januário,Jailson Macedo Freitas,4810.0,,vasco da gama,atlético-mg,Antônio Lopes,Alexandre Gallo,16.0,12.0,8600000.0,5500000.0,25.0,26.7,6.0,1.0,3.0,1.0,,,,,,,,,,,,,,,vitoria,casa,
2008,8/6/2008,18,Estádio São Januário,Leandro Pedro Vuaden,0.0,,vasco da gama,coritiba fc,Antônio Lopes,Dorival Júnior,14.0,7.0,9550000.0,6700000.0,24.6,25.5,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2008,9/14/2008,25,Estádio São Januário,Salvio Fagundes Filho,10450.0,,vasco da gama,náutico,Tita,Roberto Fernandes,14.0,16.0,9350000.0,4900000.0,26.4,28.6,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2008,10/4/2008,28,Estádio São Januário,Alício Pena Junior,0.0,,vasco da gama,figueirense fc,Renato Gaúcho,Paulo César Gusmão,20.0,15.0,11000000.0,10100000.0,25.6,24.1,2.0,4.0,0.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2008,10/19/2008,30,Estádio São Januário,Marcelo de Lima Henrique,0.0,,vasco da gama,flamengo,Renato Gaúcho,Caio Júnior,19.0,5.0,7850000.0,30600000.0,24.6,26.6,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2008,10/30/2008,32,Estádio São Januário,Wallace Nascimento Valente,22743.0,,vasco da gama,atlético-pr,Renato Gaúcho,Geninho,19.0,18.0,6450000.0,10700000.0,26.1,25.8,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,empate,casa,
2008,11/23/2008,36,Estádio São Januário,Leonardo Gaciba da Silva,0.0,,vasco da gama,são paulo,Renato Gaúcho,Muricy Ramalho,17.0,1.0,9900000.0,39200000.0,25.6,27.8,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2008,12/7/2008,38,Estádio São Januário,Alício Pena Junior,0.0,,vasco da gama,ec vitória,Renato Gaúcho,Vágner Mancini,18.0,10.0,8700000.0,9600000.0,27.0,27.1,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2008,7/6/2008,9,Estádio Orlando Scarpelli,Guilherme Ceretta de Lima,0.0,,figueirense fc,vasco da gama,Paulo César Gusmão,Antônio Lopes,13.0,9.0,8400000.0,13550000.0,24.2,25.8,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,derrota,fora,
2008,10/22/2008,31,Estádio do Governo do Estado de Goiás,Leonardo Gaciba da Silva,7984.0,,goiás ec,vasco da gama,Hélio dos Anjos,Renato Gaúcho,9.0,20.0,9100000.0,7550000.0,28.0,26.2,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,vitoria,fora,
2008,10/8/2008,29,Estádio Adelmar da Costa Carvalho,Wilson Luiz Seneme,0.0,,sport recife,vasco da gama,Nelsinho Baptista,Renato Gaúcho,11.0,20.0,7200000.0,9150000.0,27.3,25.4,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,empate,fora,
2008,9/4/2008,24,Estádio São Januário,Rodrigo Martins Cintra,0.0,,vasco da gama,cruzeiro,Tita,Adilson Batista,14.0,3.0,11750000.0,31200000.0,24.6,23.9,1.0,3.0,0.0,2.0,,,,,,,,,,,,,,,derrota,casa,
2007,10/21/2007,32,,Wilson Souza de Mendonça,48704.0,,atlético-mg,vasco da gama,Emerson Leão,Celso Roth,14.0,8.0,4000000.0,4000000.0,25.3,25.9,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2007,7/26/2007,14,Allianz Parque,Evandro Rogerio Roman,6389.0,,palmeiras,vasco da gama,Caio Júnior,Celso Roth,9.0,6.0,5750000.0,800000.0,26.4,26.4,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,derrota,fora,
2007,8/2/2007,16,Estádio Beira-Rio,Salvio Fagundes Filho,22084.0,,internacional,vasco da gama,Alexandre Gallo,Celso Roth,6.0,4.0,9550000.0,800000.0,27.4,25.7,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,vitoria,fora,
2007,7/7/2007,10,Estádio Alfredo Jaconi,Salvio Fagundes Filho,4326.0,,juventude,vasco da gama,Flávio Campos,Celso Roth,18.0,6.0,100000.0,750000.0,27.0,25.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2007,8/19/2007,20,Estádio São Januário,Leandro Pedro Vuaden,23000.0,,vasco da gama,américa-rn,,,4.0,20.0,,,,,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,5/20/2007,2,Estádio São Januário,Giulliano Bozzano,16682.0,,vasco da gama,sport recife,Celso Roth,Giba,9.0,2.0,750000.0,2750000.0,26.4,26.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,6/10/2007,5,Estádio São Januário,Wilson Luiz Seneme,15519.0,,vasco da gama,grêmio,Celso Roth,Mano Menezes,4.0,9.0,200000.0,3250000.0,26.4,26.1,4.0,0.0,3.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,7/4/2007,9,Estádio São Januário,Paulo Henrique de Godoy Bezerra,2379.0,,vasco da gama,santos fc,Celso Roth,Vanderlei Luxemburgo,11.0,17.0,750000.0,4500000.0,24.9,23.9,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,7/14/2007,11,Estádio São Januário,Cleber Wellington Abade,2182.0,,vasco da gama,atlético-pr,Celso Roth,Antônio Lopes,8.0,13.0,750000.0,1650000.0,25.5,23.6,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,7/21/2007,13,Estádio São Januário,José Henrique de Carvalho,5607.0,,vasco da gama,atlético-mg,Celso Roth,Zetti,11.0,16.0,800000.0,400000.0,27.1,25.5,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,7/28/2007,15,Estádio São Januário,Wilson Luiz Seneme,20581.0,,vasco da gama,goiás ec,Celso Roth,Paulo Bonamigo,7.0,4.0,800000.0,500000.0,25.7,27.2,4.0,1.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,8/4/2007,17,Estádio São Januário,Clever Assunção Gonçalves,11612.0,,vasco da gama,figueirense fc,Celso Roth,Mário Sérgio,3.0,13.0,800000.0,350000.0,25.2,22.9,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,empate,casa,
2007,8/9/2007,18,Estádio São Januário,Sergio da Silva Carvalho,17386.0,,vasco da gama,corinthians,Celso Roth,Paulo César Carpegiani,3.0,14.0,750000.0,5250000.0,24.5,25.3,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,9/30/2007,22,Estádio São Januário,Luiz Alberto Sardinha Bites,9619.0,,vasco da gama,náutico,Celso Roth,Roberto Fernandes,5.0,18.0,1150000.0,450000.0,25.2,26.7,4.0,1.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,9/8/2007,25,Estádio São Januário,Carlos Simon,20110.0,,vasco da gama,são paulo,Celso Roth,Muricy Ramalho,3.0,1.0,800000.0,27400000.0,25.5,26.6,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,derrota,casa,
2007,9/23/2007,27,Estádio São Januário,Leonardo Gaciba da Silva,19213.0,,vasco da gama,cruzeiro,Celso Roth,Dorival Júnior,7.0,2.0,750000.0,5600000.0,25.4,23.6,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2007,10/3/2007,29,Estádio São Januário,Salvio Fagundes Filho,3526.0,,vasco da gama,juventude,Valdir Espinosa,Beto Almeida,8.0,19.0,500000.0,1300000.0,26.8,27.1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,derrota,casa,
2007,10/28/2007,33,Estádio São Januário,Evandro Rogerio Roman,6182.0,,vasco da gama,palmeiras,Valdir Espinosa,Caio Júnior,12.0,2.0,7300000.0,15200000.0,23.7,25.7,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,empate,casa,
2007,11/4/2007,35,Estádio São Januário,Lourival Dias Lima Filho,20935.0,,vasco da gama,internacional,Valdir Espinosa,Abel Braga,10.0,12.0,7350000.0,16450000.0,25.3,29.4,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,derrota,casa,
2007,12/2/2007,38,Estádio São Januário,Sergio da Silva Carvalho,21685.0,,vasco da gama,paraná,Valdir Espinosa,Saulo Freitas,12.0,18.0,7800000.0,6000000.0,23.1,24.5,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,9/30/2007,28,Estádio Urbano Caldeira,Héber Lopes,9158.0,,santos fc,vasco da gama,Vanderlei Luxemburgo,Celso Roth,6.0,8.0,7800000.0,800000.0,26.9,27.3,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2007,11/11/2007,36,Estádio Orlando Scarpelli,Salvio Fagundes Filho,11566.0,,figueirense fc,vasco da gama,Alexandre Gallo,Valdir Espinosa,11.0,12.0,5700000.0,7350000.0,26.4,25.0,3.0,3.0,0.0,1.0,,,,,,,,,,,,,,,empate,fora,
2007,9/5/2007,24,Estádio Olímpico Monumental,José Henrique de Carvalho,18147.0,,grêmio,vasco da gama,Mano Menezes,Celso Roth,7.0,3.0,8350000.0,800000.0,27.0,26.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,derrota,fora,
2007,10/7/2007,30,Estádio Durival Britto e Silva,Alício Pena Junior,24736.0,,atlético-pr,vasco da gama,Ney Franco,Celso Roth,11.0,10.0,5050000.0,5900000.0,25.7,25.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2007,8/12/2007,19,Estádio Durival Britto e Silva,Carlos Simon,4410.0,,paraná,vasco da gama,Gilson Kleina,Celso Roth,14.0,3.0,1600000.0,750000.0,28.4,24.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,empate,fora,
2007,6/14/2007,12,Estádio Jornalista Mário Filho,Paulo César de Oliveira,25287.0,,botafogo,vasco da gama,,,1.0,5.0,,,,,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2007,6/3/2007,4,Estádio Jornalista Mário Filho,Alício Pena Junior,12693.0,,vasco da gama,fluminense,Celso Roth,Renato Gaúcho,3.0,8.0,700000.0,900000.0,26.5,23.8,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,empate,casa,
2007,10/18/2007,7,Estádio Jornalista Mário Filho,Evandro Rogerio Roman,44473.0,,vasco da gama,flamengo,Celso Roth,Joel Santana,3.0,16.0,4100000.0,8450000.0,26.8,24.8,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,derrota,casa,
2007,10/14/2007,31,Estádio Jornalista Mário Filho,Péricles Bassols Pegado Cortez,17406.0,,vasco da gama,botafogo,Celso Roth,Cuca,12.0,9.0,4050000.0,5600000.0,25.5,27.1,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,vitoria,casa,
2007,9/16/2007,26,Estádio Jornalista Mário Filho,Marcelo de Lima Henrique,49495.0,,flamengo,vasco da gama,Joel Santana,Celso Roth,9.0,5.0,11200000.0,800000.0,25.2,27.3,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,empate,fora,
2007,9/2/2007,23,Estádio Jornalista Mário Filho,Djalma José Beltrami Teixeira,40871.0,,fluminense,vasco da gama,Renato Gaúcho,Celso Roth,12.0,3.0,5200000.0,750000.0,25.6,25.3,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,empate,fora,
2007,6/17/2007,6,Estádio Cícero Pompeu de Toledo,Evandro Rogerio Roman,9065.0,,são paulo,vasco da gama,,,9.0,1.0,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,derrota,fora,
2007,8/26/2007,21,Estádio Adelmar da Costa Carvalho,Washington José Alves de Souza,25453.0,,sport recife,vasco da gama,Geninho,Celso Roth,13.0,3.0,1550000.0,1200000.0,28.7,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,empate,fora,
2007,5/27/2007,3,Estádio Eládio de Barros Carvalho,Domingos de Jesus Viana Filho,15503.0,,náutico,vasco da gama,Paulo César Gusmão,Celso Roth,12.0,5.0,500000.0,550000.0,26.2,25.1,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,empate,fora,
2007,6/30/2007,8,Estádio Governador Magalhães Pinto,Lourival Dias Lima Filho,37667.0,,cruzeiro,vasco da gama,Dorival Júnior,Celso Roth,10.0,7.0,100000.0,50000.0,24.5,24.8,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,derrota,fora,
2007,10/31/2007,34,Estádio do Governo do Estado de Goiás,Alício Pena Junior,15951.0,,goiás ec,vasco da gama,Márcio Araújo,Valdir Espinosa,17.0,11.0,3500000.0,7350000.0,26.2,24.9,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,vitoria,fora,
2007,11/28/2007,37,Estádio Municipal Paulo Machado de Carvalho,Sergio da Silva Carvalho,34168.0,,corinthians,vasco da gama,Nelsinho Baptista,Valdir Espinosa,16.0,13.0,7000000.0,7800000.0,22.8,23.7,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,fora,
2007,5/3/2007,1,Estádio João Cláudio de Vasconcelos Machado,Washington José Alves de Souza,26469.0,,américa-rn,vasco da gama,,,14.0,9.0,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,vitoria,fora,
2006,8/17/2006,17,Allianz Parque,,,,vasco da gama,cruzeiro,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,8/26/2006,20,Estádio Governador Magalhães Pinto,,,,juventude,vasco da gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,fora,
2006,10/15/2006,29,Estádio José do Rego Maciel,,,,vasco da gama,goiás ec,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,casa,
2006,11/2/2006,32,Estádio Governador Magalhães Pinto,,,,vasco da gama,botafogo,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,casa,
2006,11/8/2006,34,Estádio Municipal Anacleto Campanella,,,,vasco da gama,fortaleza,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,11/19/2006,36,Estádio Governador Plácido Castelo,,,,vasco da gama,palmeiras,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,11/26/2006,37,Estádio São Januário,,,,figueirense fc,vasco da gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,empate,fora,
2006,5/25/2006,7,Arena do Grêmio,,,,goiás ec,vasco da gama,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,derrota,fora,
2006,7/12/2006,11,Estádio Jornalista Mário Filho,,,,vasco da gama,são paulo,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2006,7/15/2006,12,Estádio Olímpico Nilton Santos,,,,fortaleza,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2006,7/22/2006,13,Estádio Jornalista Mário Filho,,,,vasco da gama,santa cruz,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,8/6/2006,15,Estádio Moisés Lucarelli,,,,flamengo,vasco da gama,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,vitoria,fora,
2006,8/12/2006,16,Estádio Municipal Paulo Machado de Carvalho,,,,vasco da gama,paraná,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,8/13/2006,16,Estádio Cícero Pompeu de Toledo,,,,vasco da gama,atlético-pr,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,8/23/2006,19,Estádio Olímpico Nilton Santos,,,,paraná,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2006,8/23/2006,19,Allianz Parque,,,,vasco da gama,juventude,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2006,9/17/2006,24,Estádio Cícero Pompeu de Toledo,,,,vasco da gama,figueirense fc,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,10/5/2006,27,Estádio Olímpico Nilton Santos,,,,fluminense,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2006,10/8/2006,28,Estádio Beira-Rio,,,,vasco da gama,grêmio,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2006,10/8/2006,28,Estádio Orlando Scarpelli,,,,são caetano,vasco da gama,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,vitoria,fora,
2006,10/22/2006,30,Arena do Grêmio,,,,corinthians,vasco da gama,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,fora,
2006,11/4/2006,33,Estádio Urbano Caldeira,,,,são paulo,vasco da gama,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2006,11/12/2006,35,Allianz Parque,,,,vasco da gama,santos fc,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2006,4/16/2006,1,Estádio Olímpico Nilton Santos,,,,vasco da gama,internacional,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2006,4/16/2006,1,Arena do Grêmio,,,,vasco da gama,flamengo,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,vitoria,casa,
2006,5/7/2006,4,Estádio Governador Magalhães Pinto,,,,vasco da gama,fluminense,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,empate,casa,
2006,6/1/2006,9,Estádio de Hailé Pinheiro,,,,botafogo,vasco da gama,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
2006,6/3/2006,10,Estádio Jornalista Mário Filho,,,,cruzeiro,vasco da gama,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,derrota,fora,
